"Story","Title","Result","Date","Stability","Duration (s)"
"Productos categoria y subcategoria","Agregar Productos aleatorios al Carrito de Compra","SUCCESS","2024-01-14T00:05:20.6644444-05:00[America/Lima]","0.0","46.62"
