"Story","Title","Result","Date","Stability","Duration (s)"
"Productos categoria y subcategoria","Agregar Productos aleatorios al Carrito de Compra","SUCCESS","2024-01-15T00:03:34.404719-05:00[America/Bogota]","0.0","276.77"
